Label (Grouping),"Atlantic County, New Jersey!!Estimate","Bergen County, New Jersey!!Estimate","Burlington County, New Jersey!!Estimate","Camden County, New Jersey!!Estimate","Cape May County, New Jersey!!Estimate","Cumberland County, New Jersey!!Estimate","Essex County, New Jersey!!Estimate","Gloucester County, New Jersey!!Estimate","Hudson County, New Jersey!!Estimate","Hunterdon County, New Jersey!!Estimate","Mercer County, New Jersey!!Estimate","Middlesex County, New Jersey!!Estimate","Monmouth County, New Jersey!!Estimate","Morris County, New Jersey!!Estimate","Ocean County, New Jersey!!Estimate","Passaic County, New Jersey!!Estimate","Salem County, New Jersey!!Estimate","Somerset County, New Jersey!!Estimate","Sussex County, New Jersey!!Estimate","Union County, New Jersey!!Estimate","Warren County, New Jersey!!Estimate"
        Median household income (dollars),"63,680","104,623","90,329","70,957","72,385","55,709","63,959","89,056","75,062","117,858","83,306","91,731","103,523","117,298","72,679","73,562","64,234","116,510","96,222","82,644","83,497"
