Label (Grouping),"Atlantic County, New Jersey!!Estimate","Bergen County, New Jersey!!Estimate","Burlington County, New Jersey!!Estimate","Camden County, New Jersey!!Estimate","Cape May County, New Jersey!!Estimate","Cumberland County, New Jersey!!Estimate","Essex County, New Jersey!!Estimate","Gloucester County, New Jersey!!Estimate","Hudson County, New Jersey!!Estimate","Hunterdon County, New Jersey!!Estimate","Mercer County, New Jersey!!Estimate","Middlesex County, New Jersey!!Estimate","Monmouth County, New Jersey!!Estimate","Morris County, New Jersey!!Estimate","Ocean County, New Jersey!!Estimate","Passaic County, New Jersey!!Estimate","Salem County, New Jersey!!Estimate","Somerset County, New Jersey!!Estimate","Sussex County, New Jersey!!Estimate","Union County, New Jersey!!Estimate","Warren County, New Jersey!!Estimate"
    Median household income (dollars),"54,559","84,255","78,229","62,320","56,370","51,530","55,027","74,915","58,722","105,880","73,759","79,442","84,746","97,979","61,038","57,540","59,336","98,571","85,507","69,347","73,056"
